Organization,Address,Reviewer,Review Title,Review,Review Count,Helpful Count,Restaurant Count,Location,Rating Date,Rating
Mao's Dumplings,182 Pitt St Sydney Central Plaza Food Court Pitt Street Mall | Level 1 Corner Pitt Street Mall & Market Street Sydney New South Wales 2000 Australia,DSBrandt,Buyer beware,There might be some good food here  but I grabbed the pork dumplings to take to the park along with some other food we purchased in the food court. To my great dismay  the centers of the dumplings werent cooked! My first time here  so I dont know if this typical  but it was too much hassle to go... read more,124,43,69,Purdue-Indiana,3 February 2015,2
Aflare,Opera Quays Sydney New South Wales Australia,Brooska,Move on  plenty of other venues on Circular Quay...,Hmmmm. We had done the usual Opera House tour and Circular Quay area. We were not looking for a big meal and wanted some rest after wandering around Sydney. Enticed by Aflare  as less crowded but still busy compared to other restaurants. Asked for bottle of mineral water and got tap water (no ice... read more,298,110,232,UK,3 August 2010,2
Tomodachi - Hunter,48 Hunter St Sydney New South Wales 2000 Australia,sashkello,Unfortunately  not so great,I loved Tomodachi at Broadway  but was disappointed to find that this one seems to have very different sushi train menu. Most of the sushi is grilled or with some excessive toppings and almost no natural raw ones. It is not bad  if you like that kind of sushi you may enjoy it  but it is just not my... read more,174,91,56,Sydney  Australia,29 January 2014,2
Pitt Street Vegetarian Restaurant,238-242 Pitt St Shop 7 Sydney New South Wales 2000 Australia,Will C,Only go if you're serious and a hard-core vegetarian. Or interested in imitation-duck/chicken etc :P,Only go if you're serious and a hard-core vegetarian. Or interested in imitation-duck/chicken etc :P,32,3,32,Sydney  New South Wales,23 November 2007,2
Live Restaurant,537 -551 George Street Sydney New South Wales Australia,David065,Not worth the money - even with a discount voucher,This place looked great from the outside  and we had a discount voucher from Groupon  but the food was very very average  with most of it not replenished very often. The tables were like being at a cheap cafe and overall it was far from the best Korean BBQ I have had,68,23,22,Newcastle  Australia,26 January 2013,2
Ziggy's Cafe,1 Bay St | Shop 225 Level 2 Sydney New South Wales 2007 Australia,Dominic F,Suburban fare  in a high-profile environment,I don't like leaving bad / negative reviews  but sometimes have to do so  in the hope that restaurants perhaps *LEARN* something from them... Ziggy's has been in the Broadway Shopping Centre for many  MANY years  and I've been many times  but this is the first time I've been compelled to write a... read more,100,48,56,Sydney  Australia,15 July 2015,2
Taste Baguette,1-25 Harbour St | Shop 11-12 Sydney New South Wales 2000 Australia,CNS_Sydeny,WOW  Worst service by long shot!,The guy clearly did not want to be there and had to be called by another staff member multiple times before he stopped chatting to take our order. We picked a Walnut & Banana Bread which he stuffed in a paper-bag and when we told him that it is not mean to be 'take away' and we would prefer it... read more,56,9,27,Sydney  Australia,2 weeks ago,2
Coach Bar,Lower Ground Floor 1 Martin Place Sydney New South Wales 2000 Australia,kiwiroaming,EOFY fizzer,We had a work function here recently. The venue is great  comfortable enough for a few hundred people and a mix of seated and standing options. Unfortunately the disgusting toilets  two bar staff for 200 people  cold chicken pies and rude staff let it down. Not worth the hefty fee.,38,25,22,Sydney,9 July 2015,2
Caliniere,World Square 123 Liverpool Street Sydney New South Wales 2000 Australia,schowdhury60,Overpriced  average,Caliniere is one of the only restaurants in world square for dining in: Positives 1. Location - Located in World Square  this is convenient. Negatives: 1. Price - Expensive  expect to pay $30 or so for a main for uninspiring food. 2. Food - Nothing special comes out of the kitchen. The... read more,43,71,24,Sydney,22 February 2010,2
Wynyard Express,301 George Street | G59 Wynyard Arcade Sydney New South Wales 2000 Australia,MillieCavi,Disappointing Salty Salad,After the Wynyard Station re-model I was happy to try a new take-away place for lunch. The over-priced container of three salads I bought was bland and too salty. In addition  when I asked whether they would take payment by card they didn't mention a minimum price  which cost me an extra .50c at... read more,43,8,31,Canberra  Australia,28 September 2015,2
Cafe Zoo,38 York St Sydney New South Wales 2000 Australia,Alladale,Catering at entire Zoo very poor.,I know it is a zoo but the food options were pretty poor for it being a major Aussie tourist location. We arrived at 13:30 having had no breakfast and looking forward to something substantial to help us explore the zoo. A very poor and sad looking salad bar was empty  the Chinese stall was shut and... read more,17,6,16,Newcastle upon Tyne  United Kingdom,1 May 2012,2
More Than a Sandwich,Shop 207 Castle Towers Shopping Center Sydney New South Wales Australia,Ismo I,Pay to sit down.,After ordering 3 sandwiches and 3 drinks my 2 elderly companions are told they can't sit down at the cafe  cause I ordered at the takeaway section of the cafe and we would have to pay extra to sit down  my complaints where ignored   there where no signs saying this was the case.The sandwiches where... read more,7,3,4,Sydney  New South Wales  Australia,21 October 2014,2
Naxeion Cafe,35 O'Dea Avenue Zetland Sydney New South Wales 2017 Australia,Yamana2013,a corner shop,has gone downhill since the owners have left. The new owners can only manage 2 get orders correct about 50% of the time. The place is not what it used to be,19,9,6,Sydney  Australia,22 August 2014,2
Brixton Lounge and Dining,95-97 Glebe Point Road | Glebe Sydney New South Wales 2037 Australia,abrp722,Mediocre,When traveling in the United States  I always look for TravelZoo restaurant deals at my destination. So far it worked fine: I had excellent food at half a price. I attempted to apply this positive experience to Sydney  Australia and bought two vouchers for 2-course dinner for $49 for 2 people (53... read more,31,29,11,Honolulu  Hawaii,30 October 2014,2
Persian,325 Penshurst Street Sydney New South Wales Australia,Richard D,High promise but disappointing in the end,The restaurant had such promise. They even provided an impressive belly dancing show and music but the music was too loud and the light show more appropriate for a night club rather than a restaurant. In the end when they started using strobe lights my partner and I left. In terms of the food  it... read more,94,21,50,Sydney  Australia,29 November 2015,2
Town and Country Hotel,Sydenham Road Sydenham Sydney New South Wales Australia,Kazawary,Starvation is better,Food is poorly prepared from processed and packaged goods. Staff are rude and dismissive. Maybe they don't like their job. I would not go back here at gunpoint. Drinks are fine and the barmaid lovely and helpful but don't be fooled by the plethora of marketing wordage which attempts to promote... read more,26,13,12,Sydney  New South Wales  Australia,11 November 2015,2
The Corner House At The House,Sydney Opera House Forecourt Sydney New South Wales 2000 Australia,David_iel,If you wish a good meal try elsewhere.,For some time we have eaten at the predecessor of The Corner House at The House prior Opera House theatre but that venue has now changed hands and name. We used to enjoy our meals as a group but were sadly let down last night. Whilst convenient to the theatres and having great views over the... read more,42,26,25,Sydney,6 March 2014,2
The Corner House At The House,Sydney Opera House Forecourt Sydney New South Wales 2000 Australia,SusanManlyNSW,Poor  overpriced dining,The food here is woeful and overpriced. The Sydney Opera House Trust recently brought in this operator after terminating its contract with the Cafe Studioalways an excellent place to eat before a concert. We have just tried the new incumbent  but never again. My wife and I each ordered a meagre dish of meatballs (with two uneatable  rock-solid lumps of...   More,139,69,49,Sydney  New South Wales,12 April 2014,1
The Corner House At The House,Sydney Opera House Forecourt Sydney New South Wales 2000 Australia,PhilthetravellerXI,Great view but food not worth the price  try other options.,We had a pre dinner meal here and it was most disappointing. Despite the convenience right in front of theatre we will not use it again. Food and drinks overpriced  $8.50 for a beer. One dish was acceptable an eggplant  beans casserole but other mostly inedible. It was a lamb dish that was mostly very undercooked   rubbery pasta. Friends...   More,274,151,144,Sydney,9 March 2014,3
Glebe Fish Bite,329a Glebe Point Rd Sydney New South Wales 2037 Australia,david m,Worst fish and chips ever,Don't bother ordering anything here. I just had the worst fish and chips ever! Threw it all out. Soggy  freezer burnt fish  tasteless chips. I don't know how anyone could make fish and chips so bad.,1,0,0,Sydney  Australia,16 March 2015,1
BJ'S Bond Cafe And Restaurant,123 Parramatta Road Annandale Sydney New South Wales 2038 Australia,Paula I,Yummy and friendly,I had some soup and bread here for lunch. Very friendly warm staff  made to feel very welcome. Soup was chicken and sweetcorn which was yummy. They have a nice selection of snacks and includes gluten free.,161,53,103,Edinburgh  United Kingdom,28 May 2015,4
BJ'S Bond Cafe And Restaurant,123 Parramatta Road Annandale Sydney New South Wales 2038 Australia,Sarah M,Yummy and friendly,I had some soup and bread here for lunch. Very friendly warm staff  made to feel very welcome. Soup was chicken and sweetcorn which was yummy. They have a nice selection of snacks and includes gluten free.,1,1,0,Edinburgh  United Kingdom,28 May 2015,4
Cru54 Kitchen & Bar,54 Foveaux Street Sydney New South Wales 2010 Australia,gerohn,Yummy selection of foods!,We came here with the whe family and advice them we only have 30mins. The whole staff and chef was so attentive Yet provided one of the best selections on our table. The braised beef is to die for  kids loves the patatas (potato) cooked with some spices  stuff squid is yummy  can't complain... read more,28,16,11,Sydney  Australia,8 August 2012,4
Cru54 Kitchen & Bar,54 Foveaux Street Sydney New South Wales 2010 Australia,Kim L,Yummy selection of foods!,We came here with the whe family and advice them we only have 30mins. The whole staff and chef was so attentive Yet provided one of the best selections on our table. The braised beef is to die for  kids loves the patatas (potato) cooked with some spices  stuff squid is yummy  can't complain. Definitely coming back when we're not...   More,50,14,7,Sydney  New South Wales,8 August 2012,4
East Village Hotel,234 Palmer St Sydney New South Wales 2010 Australia,Therese W,Never have I felt less welcome at a venue.,My friends and I were kicked out of this place because we were being too social and not drinking enough. We were sitting outside enjoying a drink and conversation. Our glasses were then cleared and not 20 seconds later a man came up to out table and told us that this wasnt a place for gossiping. I... read more,1,0,0,Sydney  Australia,26 March 2015,1
East Village Hotel,234 Palmer St Sydney New South Wales 2010 Australia,G M,Never have I felt less welcome at a venue.,My friends and I were kicked out of this place because we were being too social and not drinking enough. We were sitting outside enjoying a drink and conversation. Our glasses were then cleared and not 20 seconds later a man came up to out table and told us that this wasnt a place for gossiping. I thought he was...   More,16,15,3,Sydney  New South Wales,26 March 2015,1
East Village Hotel,234 Palmer St Sydney New South Wales 2010 Australia,ReallyNiceChef,Not the Roast,Got the beef roast my wife and I were very disappointed with the very under cooked beef with runny gravy. The vegetables were cold. It was not a traditional roast to say the least. Maybe next time we will try the chicken. Dear reader  the reason my wife and I went to the East Village (Trademans Arms) was that I...   More,38,6,30,Sydney  New South Wales,30 November 2014,1
East Village Hotel,234 Palmer St Sydney New South Wales 2010 Australia,CHSalt,Dissapointing Roast Dinner,After wanting a roast dinner and hearing from friends that this was the place to go... You can imagine the dissapointment when i got my awful roast dinner. What is a roast dinner without ROAST potatoes?? My meat was complete fat and so was both my friends. The so called yorkshire puddings were soggy. Perfectly cooked veg but stone cold....   More,5,1,5,Sydney  New South Wales,2 November 2014,1
East Village Hotel,234 Palmer St Sydney New South Wales 2010 Australia,Cathy_OConnor,Sunday Roast!,Myself and my partner are British & we were searching for somewhere to get a proper Sunday roast dinner today! Stumbled across this bar  great atmosphere & good music. The portion sizes were good value for money & everything on the plate  from the rare roast beef to the roast potatoes  was tasty! The only problem was that the food...   More,57,22,27,Rozelle  Sydney,15 June 2014,4
Viettri Vietnamese Restaurant,90 Rider Boulevard Rhodes Sydney New South Wales 2138 Australia,Trevor O,It has closed down!,Was not very good when I went  but it is closed now. An Italian Pizza Restaurant is soon to be opened on the same location. New fit out is happening now,4,0,4,Sydney Olympic Park  Australia,28 May 2015,1
Viettri Vietnamese Restaurant,90 Rider Boulevard Rhodes Sydney New South Wales 2138 Australia,Keeley_Tweedy,It has closed down!,Was not very good when I went  but it is closed now. An Italian Pizza Restaurant is soon to be opened on the same location. New fit out is happening now,10,14,5,Sydney Olympic Park  Australia,28 May 2015,1
Roxbury Hotel,182 St Johns Rd Sydney New South Wales 2037 Australia,Mark U,Live music and great bistro,For inner city hotel with live music this place is excellent value. Three bands for $12 plus the bistro serves really hearty meals. Had very tasty parmigiana washed down with young Henry beer for less than $20. Very full afterwards just in time to watch bands. Parking can be challenging so find at... read more,143,34,75,Sydney  New South Wales  Australia,14 January 2015,4
Roxbury Hotel,182 St Johns Rd Sydney New South Wales 2037 Australia,Mark U,Live music and great bistro,For inner city hotel with live music this place is excellent value. Three bands for $12 plus the bistro serves really hearty meals. Had very tasty parmigiana washed down with young Henry beer for less than $20. Very full afterwards just in time to watch bands. Parking can be challenging so find at least 2 hr spot off main road.,143,34,75,Drummoyne  Sydney,14 January 2015,4
Bombay Grill,162 Norton Street Leichhardt Sydney New South Wales 2040 Australia,792Carol_H,It was ok...... I guess,Was just ok. Does not stand out in any way. Food is acceptable and is mostly ready to take away at any time but other than it being open late most nights there is nothing notable about Bombay grill.,109,71,37,Newtown  Australia,16 July 2015,2
Bombay Grill,162 Norton Street Leichhardt Sydney New South Wales 2040 Australia,jason x,Never order take away,Nothing nice to say about this establishment. After a full day of shopping we thought take away would be a good idea for dinner. Bombay Grill took nearly 2 hours to deliver our food. We followed up twice with no real explanation. Finally the driver rang and he was lost we live in a major street in Camperdown just off...   More,57,8,36,,18 December 2015,1
Bombay Grill,162 Norton Street Leichhardt Sydney New South Wales 2040 Australia,Star707,It was ok...... I guess,Was just ok. Does not stand out in any way. Food is acceptable and is mostly ready to take away at any time but other than it being open late most nights there is nothing notable about Bombay grill.,419,759,224,Star707  Sydney,16 July 2015,2
Eiffel French Restaurant,37 Norton Street | In the Italian Piaza Leichhardt Sydney New South Wales 2040 Australia,monan103,Dreadful,We had really wanted to enjoy this experience  but it was not great. With plastic table clothes and paper napkins under the plate (who does that?) the decor was DIY gone to far. The service was frantic when there were only two tables. We had the lovely view of the chef's deodorant can and the pine... read more,12,11,12,Surry Hills  New South Wales  Australia,14 May 2015,2
Eiffel French Restaurant,37 Norton Street | In the Italian Piaza Leichhardt Sydney New South Wales 2040 Australia,Basil_Travels,A Very Bad experience,This would have to be rated as a really bad restaurant experience. Bad food  bad service. Nothing else to add apart from STAY AWAY!,18,14,0,Sydney  Australia,24 May 2015,1
Eiffel French Restaurant,37 Norton Street | In the Italian Piaza Leichhardt Sydney New South Wales 2040 Australia,Natalie H,Do Not Go To This Restaurant,Home cooking at its worse. I cannot believe that this place calling itself a "French" restaurant has the audacity to serve such terrible food. Try this place at your peril and waste your time and money.,2,1,0,Sydney  Australia,16 May 2015,1
Eiffel French Restaurant,37 Norton Street | In the Italian Piaza Leichhardt Sydney New South Wales 2040 Australia,Karen M,Dreadful,We had really wanted to enjoy this experience  but it was not great. With plastic table clothes and paper napkins under the plate (who does that?) the decor was DIY gone to far. The service was frantic when there were only two tables. We had the lovely view of the chef's deodorant can and the pine o clean. They really...   More,7,13,5,Surry Hills  New South Wales  Australia,14 May 2015,2
Eiffel French Restaurant,37 Norton Street | In the Italian Piaza Leichhardt Sydney New South Wales 2040 Australia,Swellwalker,Terrible experience,This was unfortunately the worst restaurant experience I have encountered in a long time. The beautiful buzzing Italian quarter seems to have turned into a ghost town over the past years which has left many shops and restaurants up for lease. The few that remain are struggling. The Eiffel French was a disaster from start to finish.The restaurant is very...   More,3,3,3,Sydney  Australia,10 May 2015,1
Eiffel French Restaurant,37 Norton Street | In the Italian Piaza Leichhardt Sydney New South Wales 2040 Australia,HolidayLeech,VERY SAD,This unfortunately was possibly the worst restaurant experience I have has. The beautiful buzzing Italian quarter seems to have been deserted over the past years which has left many shops and restaurants up for lease. The few that remain are struggling. The Eiffel French was a disaster from start to finish. The restaurant is dated with plastic plates and dog...   More,47,23,16,Sydney  Australia,10 May 2015,1
Eiffel French Restaurant,37 Norton Street | In the Italian Piaza Leichhardt Sydney New South Wales 2040 Australia,MzJenny,Restaurant needs to try harder,My husband  who is French  and I went here for dinner. We chose the restaurant as the menu looked pretty standard -which is good when you just want good old French food. Anyway - We ordered our food - Escargot and saumon fum. My husband says that the escargot was a bit average  and my saumon fum was tasty  but...   More,45,14,23,Sydney  Australia,24 April 2015,3
Vic's Pizzeria,142 Victoria St | Shop 1 Sydney New South Wales 2011 Australia,Ravenous1,Bland and cold.,On the upside it was the only place near our hotel that still delivered food after 10:30pm  and they came all the way up to the room. Friendly service from both phone order and delivery guy. However  the pizza arrived 20 minutes later than quoted and was almost cold. Tasted pretty bland for a,7,2,5,Ballina  Australia,9 June 2015,1
Vic's Pizzeria,142 Victoria St | Shop 1 Sydney New South Wales 2011 Australia,Heathercollins,Bland and cold.,On the upside it was the only place near our hotel that still delivered food after 10:30pm  and they came all the way up to the room. Friendly service from both phone order and delivery guy. However  the pizza arrived 20 minutes later than quoted and was almost cold. Tasted pretty bland for a,7,1,3,Sydney  New South Wales,9 June 2015,1
Vic's Pizzeria,142 Victoria St | Shop 1 Sydney New South Wales 2011 Australia,Simm5,the worst in sydney,what used to be a good local pizzeria has slowly gone downhill the last few months to the point that we will not eat here anymore for the bad food & service. Manager is rude with no customer service skills who tells off customers who dare complain about orders being wrong and treats customers like they are not worth his...   More,8,1,5,Rozelle  Sydney,16 May 2014,1
Bambini Wine Room,Terminal 1 | Sydney International Airport Sydney New South Wales Australia,AussieCanadian,food not the best,It is well decorated and looks like one of the better places to eat in the airport however unfortunately that is not the case. As mentioned in previous reviews there is not much enthusiasm from staff and the food is not very good. Overall disappointing experience.,100,27,69,Perth  Australia,22 December 2013,2
Bambini Wine Room,Terminal 1 | Sydney International Airport Sydney New South Wales Australia,Granuille61,Beautiful food and delicious wine,They have an inventive menu with great specials. The wait staff never hesitate to recommend items and they do it well. The wine list is extensive  but a little overpriced. Beautiful ambience and gorgeous food... I just wish they had some cheaper prices at lunch time.,9,2,8,Newtown  Sydney,28 April 2015,4
Bambini Wine Room,Terminal 1 | Sydney International Airport Sydney New South Wales Australia,EvanWheatley,A disaster,Food is terrible  service is worse  coffee undrinkable  the wait is interminable  the tables groan with uncleared plates and rubbish  got the order wrong  refused to issue a correct receipt . Do not be fooled by the menu or the furniture- they can only serve the preprepared and can only serve take away coffee.,2,5,0,Sydney  New South Wales,9 January 2015,1
Bambini Wine Room,Terminal 1 | Sydney International Airport Sydney New South Wales Australia,John J,Slow  cold  bain marie served food.,We were told 20 minutes wait for our breakfast to be served  and enquired where our meals were after waiting 40 minutes. The meals then promptly arrived but were obviously quickly served from a bain marie. While the coffee was good  the 'mug' serving is a paper cup.,381,191,269,Drummoyne  Sydney,6 January 2015,1
Bambini Wine Room,Terminal 1 | Sydney International Airport Sydney New South Wales Australia,Alison k,What service!!!,the service here ES non existence and the sand which I had was dry and tasted like it had been there for days. Don't be filled by the nice decor and setting. There is no table service and the prices are way over priced. 20 bucks for a sandwich. Staff never smile and and yell at you to come get...   More,54,35,15,Sydney  New South Wales,31 December 2014,1
Bambini Wine Room,Terminal 1 | Sydney International Airport Sydney New South Wales Australia,Peter A,No complaints,I had a five hour delay to my flight so had loads of time... As I'm a big girl now I didn't want to just eat McDonalds so walked around and opted for Bambini. While it was a little expensive  I got a large portion and it tasted quite nice. I struck friendly and smiling staff. Maybe I'm just lucky!,18,6,11,Rozelle  Sydney,25 October 2014,3
Bambini Wine Room,Terminal 1 | Sydney International Airport Sydney New South Wales Australia,frankfurness,Crooks and beggars!,Bought a glass of wine. 250 ml I asked for and paid for! You get a glass half full with less the 170 ml!! To be 100% sure that I was fooled I filled up my glass with water from a 500 cc bottle. Less then 1/3 went in! When complained I was told that he knew  but was ordered...   More,303,198,72,Sydney  New South Wales,16 October 2014,1
Bambini Wine Room,Terminal 1 | Sydney International Airport Sydney New South Wales Australia,Matt360hahhdhdj,What a ripoff  clueless service,The great Sydney airport ripoff  Bambini wine room ham  cheese and tomato sandwich  very little to be seen. The water was $6 and they had no interest in my complaint once I paid,8,2,6,Sydney  New South Wales,27 July 2014,1
Bambini Wine Room,Terminal 1 | Sydney International Airport Sydney New South Wales Australia,wishwellingtons,Avoid at all Cost!,Bambini is meant to be a premium brand. I paid $5.50 for a small coffee and it tasted like water. When I told the barista he said I should have ordered double shot. I should expect bloody good coffee for $5.50. Avoid this place at all cost. Not only expensive  but rude and crap quality. If you enjoy getting ripped...   More,248,65,129,Sydney  New South Wales,27 June 2014,1
Bambini Wine Room,Terminal 1 | Sydney International Airport Sydney New South Wales Australia,Sarah_Holmes98,food not the best,It is well decorated and looks like one of the better places to eat in the airport however unfortunately that is not the case. As mentioned in previous reviews there is not much enthusiasm from staff and the food is not very good. Overall disappointing experience.,3,1,0,Sydney  New South Wales,22 December 2013,2
Bambini Wine Room,Terminal 1 | Sydney International Airport Sydney New South Wales Australia,MMS866,Disappointingly poor service  unlike its Elizabeth Street namesake. Not recommended.,Arriving to the airport ahead of time for a flight  and as a big fan of Bambini Wine Trust in the city  I sat at the bar and asked for the wine list. The barmaid returned a perplexed expression (without uttering a word)  upon repeating the request I successfully obtained the wine list. For an... read more,10,8,0,Sydney  Australia,September 23  2012,2
Bambini Wine Room,Terminal 1 | Sydney International Airport Sydney New South Wales Australia,Branko55,Variable reception from staff,Breakfasted here pre-flight - coffee OK  but service person (Aracely by name) very unfriendly. Other staff better.,17,24,5,Newtown  Sydney,November 29  2013,3
Bambini Wine Room,Terminal 1 | Sydney International Airport Sydney New South Wales Australia,nick164,Staff couldn't be bothered,When the salmon and scrambled eggs breakfast appeared it was the size of canape. I've seen more staff enthusiasm and better customer relations at City Rail. Go to Santos for a decent coffee and save your hard earned for your destination.,351,218,168,Sydney  New South Wales,October 2  2013,1
Dal Leone,32 Lime Street King Street Wharf Sydney New South Wales 2000 Australia,MC504,Absolutely disgraceful,Bought a pizza deal. Four bland choices to choose from. Second tiny pizza came out  stone cold. Was returned and another offered. However when the pizza arrived to our table the chef came out and stood in the background watching us several times  waiting for us to begin eating. Now my ? is would u... read more,1,0,0,Sydney  Australia,22 November 2013,1
Dal Leone,32 Lime Street King Street Wharf Sydney New South Wales 2000 Australia,John Y,Absolutely disgraceful,Bought a pizza deal. Four bland choices to choose from. Second tiny pizza came out  stone cold. Was returned and another offered. However when the pizza arrived to our table the chef came out and stood in the background watching us several times  waiting for us to begin eating. Now my ? is would u eat it knowing the chef...   More,1,0,0,Rozelle  Sydney,22 November 2013,1
Dal Leone,32 Lime Street King Street Wharf Sydney New South Wales 2000 Australia,Michael S,Worse seafood platter ever,very cheap and nasty  lots of cheap filler: poorly cooked mussels and calamari  and very small  had to order a pizza after dont know why they bothered with this deal; if all you do is show us how crap you are  who is the winner in the end huh?,2,0,0,Sydney  New South Wales,17 November 2013,1
Dal Leone,32 Lime Street King Street Wharf Sydney New South Wales 2000 Australia,emjay53,Seafood platter,Myself  wife  my 2 year old daughter and a friend form overseas purchased a Groupon voucher on a whim. We had no expectations or preconceived ideas of what to expect. We were greeted pleasantly by the staff and shown to a lovely table. The waiters were attentive without being overbearing. The seafood platter and drinks were served quickly and without...   More,1,0,0,Sydney  New South Wales,14 November 2013,4
Dal Leone,32 Lime Street King Street Wharf Sydney New South Wales 2000 Australia,Bobby S,False advertising,I recently bought a voucher for a "Seafood Platter for two". It was falsely advertised as there was hardly any of the items as shown on the voucher I bought. No lobster thats for sure!! A small bowl of salad comprised of bitter lettuce and maybe one tomato and a dash of balsamic vinegar. I bought this voucher for my...   More,7,3,7,Sydney  New South Wales,12 November 2013,1
Dal Leone,32 Lime Street King Street Wharf Sydney New South Wales 2000 Australia,Patrick A,You get what you pay for - sometimes,7 of us went for the lunch special on Monday. I was so disappointed. We were the first in the restaurant and at no point did it get busy. Between us we ordered the steak  2 pastas and 4 lasagnes. We got the steak after about 20 minutes. My friend  after politely waiting 5 minutes  started eating once we realised...   More,1,0,0,Sydney  New South Wales,30 October 2013,1
Dal Leone,32 Lime Street King Street Wharf Sydney New South Wales 2000 Australia,atashy,Literally inedible,Had a seafood platter (I know what you must be thinking - seafood platter at an Italian restaurant must be a faux pas  right?) at Dal Leone. Writing this review from the throne room. Never going back and want to name and shame. Service was terrible  fish was older than I am and the mussels were funky...and not like the...   More,2,1,0,Newtown  Sydney,29 October 2013,1
Folonomo,372 Bourke Street | Surry Hills Sydney New South Wales 2010 Australia,WWW138,What a delightful experience,Loving this place! Found amongst the bustle of Surry Hills in a well situated corner shop. The dcor is simple and comfortable. The crew is friendly making sure you enjoy your time with them. You already know the food is amazing. Its fresh quality produce and don't hold back on the dessert!,84,32,42,Singapore,1 week ago,4
Okonomy,123 Great North Rd Five Dock Sydney New South Wales 2046 Australia,747am2015,WARNING DO NOT EAT HERE IF YOU WANT GOOD JAPANESE FOOD!,FDisgrace calling it a Japanese restaurant more an inferior Korean mock attempt! We returned to visit this great little place after a few years absence on reading recent reviews on how great the food still is - BIG MISTAKE! Should read WARNING DO NOT EAT HERE IF YOU WANT GOOD JAPANESE... read more,1,0,0,New South Wales  Australia,18 September 2015,1
Okonomy,123 Great North Rd Five Dock Sydney New South Wales 2046 Australia,harry036,WARNING DO NOT EAT HERE IF YOU WANT GOOD JAPANESE FOOD!,FDisgrace calling it a Japanese restaurant more an inferior Korean mock attempt! We returned to visit this great little place after a few years absence on reading recent reviews on how great the food still is - BIG MISTAKE! Should read WARNING DO NOT EAT HERE IF YOU WANT GOOD JAPANESE FOOD! Approx 7 customers (3tables) Friday night 7.30pm 3...   More,112,98,51,New South Wales  Australia,18 September 2015,1
Okonomy,123 Great North Rd Five Dock Sydney New South Wales 2046 Australia,Sydneygirl056,Such a fall from grace,I have often been here with both family and friends. So I write this in disbelief that such a great little place can have gone so wrong. On the night we visited the restaurant had no more than 3 tables that were occupied. However during our evening the service was non existent. The staff was more interested in moving the...   More,61,70,39,Sydney  Australia,9 December 2014,1
Italian Pizza Factory,Cnr Huntley & Mitchell Road Alexandria Sydney New South Wales 2015 Australia,Fuses01,Local pizza no good,I really tried to like this Pizza/pasta Restaurant  but of the three times I have been it has been disappointing  pretty bland flavours. I have tried two pizzas and a pasta. The pasta was ok but there is better offering if you travel a little further. Pity it is my closest meal stop nearest to my... read more,9,1,7,Drummoyne  Sydney,4 October 2015,2
Italian Pizza Factory,Cnr Huntley & Mitchell Road Alexandria Sydney New South Wales 2015 Australia,themarinelines,Local pizza no good,I really tried to like this Pizza/pasta Restaurant  but of the three times I have been it has been disappointing  pretty bland flavours. I have tried two pizzas and a pasta. The pasta was ok but there is better offering if you travel a little further. Pity it is my closest meal stop nearest to my work accommodation. Will unfortunately...   More,62,26,44,Rozelle  Sydney,4 October 2015,2
Italian Pizza Factory,Cnr Huntley & Mitchell Road Alexandria Sydney New South Wales 2015 Australia,Irish_Keyser,Not Real Pig But Good Vege Pizza,They don't serve any type of pig product. Vegetarian pizzas are good though. But as an Italian pizza joint you would expect pork to be the most popular meat.,7,1,3,Sydney  New South Wales,10 November 2014,1
Maroo korean BBQ,Church street Sydney New South Wales Australia,Catatedog,Should be good but such a shame,Booked for 6 but no record of booking on arrival. Food OK but the service was very poor. I called the night before to reconfirm the booking and to ask about BYO. Was told it was $3 per head. On arrival was told BYO charge was for only one bottle. "Police requirements" we were told but when the... read more,1,1,0,Sydney,6 May 2014,2
Maroo korean BBQ,Church street Sydney New South Wales Australia,Sydney_Elli,Poor service,We went there as a group of 30 adults and spent $900. Owner said its too little compare to other small groups. Very humiliated.,1,1,0,Sydney  New South Wales,1 June 2015,1
Maroo korean BBQ,Church street Sydney New South Wales Australia,Stuart C,Never order any seafood,Ordered seafood hotpot - they use frozen seafood and what's worse  prawns were off. This wasn't isolated incident since oysters from my previous order were off as well.,27,16,17,,27 November 2014,1
Maroo korean BBQ,Church street Sydney New South Wales Australia,Pud01,Simply Korean at its best,Great atmosphere  and the food and service was fantastic. Fresh produce  great taste and excellent selection.,72,45,30,,15 August 2014,4
Maroo korean BBQ,Church street Sydney New South Wales Australia,Walt_oz,Should be good but such a shame,Booked for 6 but no record of booking on arrival. Food OK but the service was very poor. I called the night before to reconfirm the booking and to ask about BYO. Was told it was $3 per head. On arrival was told BYO charge was for only one bottle. "Police requirements" we were told but when the bill came...   More,43,26,24,,6 May 2014,2
Taylor Thai,1101/2-14 Eve Street Enmore Sydney New South Wales 2043 Australia,Robert D,Closed for almost 6 months,Thank goodness! Was great for about a week back in early 2013 but then new Management in December 2013 doubled the prices  halved the serving sizes and got every order wrong.,1,0,0,Sydney  Australia,19 September 2014,1
Taylor Thai,1101/2-14 Eve Street Enmore Sydney New South Wales 2043 Australia,Adamtis,Closed for almost 6 months,Thank goodness! Was great for about a week back in early 2013 but then new Management in December 2013 doubled the prices  halved the serving sizes and got every order wrong.,29,9,12,Sydney  Australia,19 September 2014,1
