Organization,Address,Reviewer,Review Title,Review,Review Count,Helpful Count,Restaurant Count,Location,Rating Date,Rating
Mi Piace Pizza E Bar,The entertainment quarter Shop 211 GO1 Driver Avenue Sydney New South Wales Australia,Robyferrini,Good pre-game venue,Excellent food for a pre-game lunch when the Swans are playing an afternoon game at the SCG. Service is a bit slow but not unreasonable. About what you would pay anywhere these days.,2,4,0,Rozelle  Sydney,August 18  2013,4
Mi Piace Pizza E Bar,The entertainment quarter Shop 211 GO1 Driver Avenue Sydney New South Wales Australia,xoz,Excellent Italian food,Friendly enviromnent and delicious pizza and pasta carbonara. Kind and fast service. Best restaurant for dinner before "Cavalia".,86,53,53,Sydney  New South Wales,June 4  2013,5
Mi Piace Pizza E Bar,The entertainment quarter Shop 211 GO1 Driver Avenue Sydney New South Wales Australia,willow1010,Doesn't get any worse  keep walking.,I dont think I could think of a more appalling restaurant anywhere i've ever been in the world. Picture this ; 1. Arrival - girl sitting on 'reception desk' - Says - "hang on a minute" and doesn't move. 2. Order takes forever to place. 3. Asked for cold water - received warm tap water. 4. Ordered a starter  and...   More,1,1,0,Stanmore  Sydney,March 9  2013,1
Mi Piace Pizza E Bar,The entertainment quarter Shop 211 GO1 Driver Avenue Sydney New South Wales Australia,Cara P,Don't bother,If you're going to something in the entertainment quarter eat in surry hills rather than here! Rude staff  terrible service  expensive and below average food.,15,7,12,Sydney  New South Wales,February 28  2013,1
Lemon Twist Cafe,393 Crown Street Sydney New South Wales Australia,Alex K,Unfriendly owner?,Fab location and lovely coffee but unfriendly barista (owner/manager?) made us feel quite unwelcome. Ordered scrambled eggs - tooooooo much! Must have been 6 eggs for one person. Would not go back.,1,0,0,London  United Kingdom,8 June 2014,3
Lemon Twist Cafe,393 Crown Street Sydney New South Wales Australia,AmyWizz78,average food  rude staffs  bad coffee,The food is average  the coffee is burnt. The manage/owner behind bar table was very rude. Very disappointed and will not visit again. Not recommended.,19,9,12,Drummoyne  Sydney,10 January 2015,2
Lemon Twist Cafe,393 Crown Street Sydney New South Wales Australia,LB-DK,Unfriendly owner?,Fab location and lovely coffee but unfriendly barista (owner/manager?) made us feel quite unwelcome. Ordered scrambled eggs - tooooooo much! Must have been 6 eggs for one person. Would not go back.,28,9,18,Newtown  Sydney,8 June 2014,3
Lemon Twist Cafe,393 Crown Street Sydney New South Wales Australia,DeeDeeB37,Enjoy breakfast and coffee,Restaurant near surry hill state library. Really good service and excellent food. We had Italian job  pastry  a stack of corn ++,15,8,5,Sydney  New South Wales,31 December 2012,5
Citrus,King St Newtown Sydney New South Wales 2042 Australia,Alexandra M,Large servings make up for the price,A lot of table space at the front and back means you almost always walk straight in. The food portions are also very large (as are most in Newtown) which does make up for the slightly higher priced menus items. The Big Breakfast and the Waffles are both very nice  and I usually go with a friend... read more,81,80,49,Sydney  Australia,4 November 2014,4
Citrus,King St Newtown Sydney New South Wales 2042 Australia,SaffronP,Citrus all day Cafe CLOSED CLOSED and sadly - CLOSED,Vale Citrus! Favourite of locals and visitors this once packed cafe sadly died a slow death. New owners didn't get it. A Newtown staple for all day breakfasts and after pubs. nosh up sadly closed. Briefly reopened during the day but without the food quality or ambiance. Currently trading as an Indian diner at night though unlikely for long.,42,9,30,Drummoyne  Sydney,22 November 2015,1
Citrus,King St Newtown Sydney New South Wales 2042 Australia,Leonavich,Huge Variety,Citrus is a clean looking caf. The menue is extensive  covering many different types of cuisine. It is all competently cooked and presented  but there is nothing outstanding about it. It has a toilet out the back that has seen better days and my 11yo managed to lock herself in  and couldn't get anyone to help as it was way...   More,33,8,13,Newtown  Sydney,14 May 2015,3
Citrus,King St Newtown Sydney New South Wales 2042 Australia,Alexandra M,Large servings make up for the price,A lot of table space at the front and back means you almost always walk straight in. The food portions are also very large (as are most in Newtown) which does make up for the slightly higher priced menus items. The Big Breakfast and the Waffles are both very nice  and I usually go with a friend and split the...   More,81,80,49,Sydney  New South Wales,4 November 2014,4
Citrus,King St Newtown Sydney New South Wales 2042 Australia,Melly247,Cafe? Long hours diner? Whatever - Citrus King St. is worth a visit!,Coffee & cakes are good but Citrus is so much more - great for groups where people want different types of eating styles. Menu is kind of a 'crowd pleaser/top hits' across cuisines for cafes/diners so there is something for everyone. Citrus is one of the best all day breakfast servers in Newtown (not just for large servings but also...   More,2,0,0,Rozelle  Sydney,10 February 2013,4
Citrus,King St Newtown Sydney New South Wales 2042 Australia,silvermanalpha,Could do it again,Not bad liked the tranquility felt like got my moneys worth. 7 from 10. Very nice coffee and atmosphere i will try again,24,15,15,Sydney  New South Wales,6 December 2012,3
Citrus,King St Newtown Sydney New South Wales 2042 Australia,PeterDM_Sydney,Another little Newtown Gem,Great food. Great service. Wonderful salads and coffee.Nice ambience and not too expensive. . Thoroughly recommend,50,11,33,Sydney  New South Wales,6 November 2012,5
Citrus,King St Newtown Sydney New South Wales 2042 Australia,yellowboxfish10,All about the breakfast!,I used to live right near Citrus and it was a Sunday morning staple! For me it was all about the big breakfast  which by big they really mean ENORMOUS! The best bit was the mounds of bacon accompanied by thick toast  eggs  tomato etc... It's a busy little cafe where little money goes a long way and you will...   More,123,76,62,Sydney  New South Wales,7 June 2012,4
Citrus,King St Newtown Sydney New South Wales 2042 Australia,Colm C,Love this place,Great food especially breakfasts. Really nice staff. Good coffee.,81,43,63,Sydney  New South Wales,9 February 2012,5
Citrus,King St Newtown Sydney New South Wales 2042 Australia,Saltywords,Chance find. Well worth it,Hungry and lost in Newtown. This was a great find and has an eclectic menu. Good coffee  but then this is Australia,23,31,3,Sydney  New South Wales,8 October 2011,5
Star Room,Level 6 Imax Theatre Complex 31 Wheat Road Cockle Bay Sydney New South Wales 2000 Australia,DedesGirl,OK view  food service lacking,We came here for a work Christmas party. It was in late november so you would think the staff would not be sick of the silly season just yet  but they seemd annoyed and mechanical..looking at the clock. Buttered bread rols and the bread basket were removed from all tables after the first course... read more,27,17,19,Stanmore  Sydney,5 December 2015,3
Star Room,Level 6 Imax Theatre Complex 31 Wheat Road Cockle Bay Sydney New South Wales 2000 Australia,Kmanak47,OK view  food service lacking,We came here for a work Christmas party. It was in late november so you would think the staff would not be sick of the silly season just yet  but they seemd annoyed and mechanical..looking at the clock. Buttered bread rols and the bread basket were removed from all tables after the first course. Open and unopened bottles of wine...   More,1,0,0,Sydney  New South Wales,5 December 2015,3
Star Room,Level 6 Imax Theatre Complex 31 Wheat Road Cockle Bay Sydney New South Wales 2000 Australia,Ikorel,Great views but poor service,Attended a 50th birthday party here on a Saturday night for about 50 people. Initial bar service was quite good. Entree was a very poor  soggy battered fish and seafood selection  followed by an average main  alternately serving lamb or fish. Towards the end of the evening a waitress bought over a jug of beer. No sooner had I finished...   More,266,120,145,Drummoyne  Sydney,1 September 2015,2
Star Room,Level 6 Imax Theatre Complex 31 Wheat Road Cockle Bay Sydney New South Wales 2000 Australia,vicky_kvisle,Fabulous Venue,Had a post conference meal here  around 50 people attended  I was not an organiser  merely a participant  there fore I write this review not knowing the cost per head. Fantastic view of out of their 6th floor window  very spacious  pre - dinner drinks flowed very efficiently along with a delicious range of canapes. Lamb or Cod as a...   More,17,6,11,Sydney  New South Wales,16 July 2014,4
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,Kevin R,Lovely views  decent restaurant,On busy road bit don't get confused as the back leads on to the lake Went here solo on night away for business. Lovely views of the lake  good service and food was reasonable but nothing to get excited about. Would visit again for location.,15,9,8,Drummoyne  Sydney,1 week ago,4
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,travel.hcg,Lovely views  decent restaurant,On busy road bit don't get confused as the back leads on to the lake Went here solo on night away for business. Lovely views of the lake  good service and food was reasonable but nothing to get excited about. Would visit again for location.,4,0,4,Stanmore  Sydney,1 week ago,4
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,Brett G,Poor food quality,Went there early 6pm booking - using a GroupOn voucher. Was presented a one page LIMITED menu to select from.. not form regular menu as advertised. "Choose any main from the menu including grilled lamb cutlets  prawn and scallop shitake  and roasted red duck curry cooked with lychee  pineapple and cherry tomatoes" These were NOT on menu. Selected Masaman Beef...   More,78,87,55,Sydney  New South Wales,3 weeks ago,2
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,JoJoNicks,Poor Poor Service,This restaurant is ideally located backing onto Narrabeen lakes and if seated at the rear section of the restaurant you are treated to a lovely view over the lake. We were a large group of 14 and the ambience and view previously mentioned is the only positives I can take out of this dining experience. The service was so poor...   More,31,10,7,Sydney  New South Wales,31 December 2015,1
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,trina027,Tasty Thai,We had a large group for dinner and chose a banquet to keep it easy. Food was fresh and tasty. The duck curry was delicious.,82,64,44,Sydney  New South Wales,5 August 2015,4
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,Ron A,Great food  great staff and easy parking + inexpensive = A winner!!!,This restaurant is located on a fairly busy road (on the right heading north) BUT has a large car park next door. It also has two seating areas - the front near the street and a larger one at the rear towards the lake - which has more atmosphere  space  decorative lights  out door heating but is noisier (as advised...   More,12,8,7,Newtown  Sydney,2 August 2015,4
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,thommydean,Great Place Allround,Nice decore and location. The outside tables are ideal in summer with the sun setting over the lake. Service very good and food quality excellent. Great venue for a family gathering or large numbers.,26,16,16,Sydney  New South Wales,3 April 2015,5
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,Allan H,Family favourite,Food is great and seating out the back has views over Narrabeen Lake. Betel Leaf entree is delicious and we are always able to feed a fussy under 10 with selection of spicy and non-spicy dishes. Service always good and friendly staff.,1,1,0,Rozelle  Sydney,17 March 2015,4
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,trish b,One to avoid,After receiving a gift voucher from our friend  when presenting the voucher to the restaurant manager at the end of our evening she refused to honour it. Very disappointed as the friend who gave the voucher was also at our dinner and was embarrassed  particularly by the attitude of the manager. Our recommendation is to avoid this restaurant. Beyond this...   More,47,32,25,Sydney  New South Wales,2 February 2015,1
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,Greatgazzbo,Good food for reasonable prices,A no frills restaraunt that has a nice area out the back that looks towards the lake. It is a shame you have to walk through the shabby front of the restaraunt to access the back. The food is good and prices are reasonable. A no frills place to have a quick cheap meal.,18,15,10,,27 January 2015,3
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,Scott M,Birthday celebration,Great night  despite a meal mix up  which was recompensed beyond our expectations...Joe looked after us very well  prices are good and location out the back on the lake is superb. Was a very busy night.,145,201,94,Sydney  Australia,October 23  2014,4
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,HappySundays,New year  new management  high prices  reduced menu = time to find a new Thai restaraunt,Having been a huge supporter of Lakeside Thai for several years it pains me to say our last recent experience will in fact be our last ever. Put simply everything has changed  apart from some of the front of house staff.... Favourite menu items have been removed completely or have been moved from entree to only main size. Quality has...   More,35,29,30,Drummoyne  Sydney,January 22  2015,1
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,Scott M,New management  big disappointment,Lakeside Thai was our go-to Thai restaurant on the Beaches. Been many  many times. Went last week and ordered our usuals. While some staff remain  the management and chefs have changed and they are NOT as good as before. Quite sad. If other recent reviewers think it's ok now  they have no idea what they have missed to date.,145,201,94,Stanmore  Sydney,January 6  2015,2
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,Janine2511,Best Thai on Northern Beaches,Like many of us  we are always trying to find the best Thai  Indian  Chinese places in our home area and occasionally one of your favourites shuts down and the search begins again. This is what bought us to Lakeside Thai approx 5yrs ago now. The food is exceptional as is the service and not once have we been disappointed...   More,87,66,35,Sydney  New South Wales,December 10  2014,5
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,Lisa_Sydney1608,Birthday celebration,Great night  despite a meal mix up  which was recompensed beyond our expectations...Joe looked after us very well  prices are good and location out the back on the lake is superb. Was a very busy night.,47,15,12,Sydney  New South Wales,October 23  2014,4
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,Lisa_Sydney1608,Under New Management - and gone down hill,We ate there tonight under the 'New Management'  the Beetle Left entree was so dry and so boring - they need to go to Dragonfly at Collaroy down the road to see how this should be done (and it's the same price!!)  the Spicy beef and vegetables  the beef was not tender  the beans raw  and the bamboo shoot obviously...   More,47,15,12,Sydney  New South Wales,October 10  2014,2
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,samsonSydney,Right beside Narrabeen Lake,I have visited dozens of times and I find the food and service very good. The front can be quiet noisy as it is right on Pittwater Road and the door is often left often as they do a lot of take away; but out the back is great with a view of Narrabeen Lake. In winter there are heaters....   More,142,66,65,Newtown  Sydney,May 29  2014,4
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,tetuan22s,Average food poor service,Waitress was sour faced and very poor English food average real disappointment to our previous visits,128,53,71,Sydney  New South Wales,February 26  2014,2
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,Fifi_banana,Great Thai restaurant with quick service,This restaurant was excellent and speedily sorted out a table for seven in the main part of the restaurant. The food came out super quick too after ordering I had a great beef satay dish with lots of fresh veggies too. Yum Yum. The price too was excellent as a main and a drink came under 25 dollars which is...   More,65,40,21,Rozelle  Sydney,January 14  2014,4
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,geoffgeoffgeoff,Great food  scenic location,Went to this restaurant with friends and tried several dishes  all delicious. Especially memorable were the fresh spring rolls. Ate out the back  but was dark and a bit cold still in September.,9,5,0,Sydney  New South Wales,October 7  2013,4
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,276KarenW276,A bit above average,Although this restaurant looks small from the outside  there is plenty of room at the rear overlooking the lagoon. Unlike some Thai restaurants  each dish had a unique flavour and every one was delicious! This is a place were you would not easily become bored with the menu and is well worth a visit,1,0,0,Edinburgh  United Kingdom,December 21  2012,4
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,Anne N,A new favourite local,7pm on Tuesday night and we decided to try a new place  so we dropped into Lakeside Thai. Admittedly there were only 3 other tables occupied  but our drinks were on the table a few minutes later  and the dishes came out as soon as they were ready a few minutes later  sizzling hot and fragrant. Every dish was fresh...   More,24,14,21,Drummoyne  Sydney,April 5  2013,5
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,sweetcheeks001,A bit above average,Although this restaurant looks small from the outside  there is plenty of room at the rear overlooking the lagoon. Unlike some Thai restaurants  each dish had a unique flavour and every one was delicious! This is a place were you would not easily become bored with the menu and is well worth a visit,70,48,21,Stanmore  Sydney,December 21  2012,4
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,luciana13,Reviews were misleading & didn't mirror our experience,Table wasn't ready despite making a reservation and were seated whilst the table was laid around us. Service to order drinks was slow  food arrived at different times and rice was served with some meals arriving several minutes after  making it cold. Vegetables in pad thai weren't cooked. Pink lemonade tasted like cherryade. Disappointing for our last night on holiday...   More,8,1,4,Sydney  New South Wales,August 24  2012,2
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,citfancier,good food with a nice view of narrabeen lake,I am local to the area  so i have been to lake side thai many time. Friendly service  good food  good location. Love having sunday lunch with friends and enjoying the view  very relaxing. This restaurant offers good range of thai food  also the price is reasonable. They also have lunch special. My favourite dish are pad kae mao and...   More,238,147,54,Sydney  New South Wales,August 8  2012,5
Lakeside Thai Cuisine,1425 Pittiwater Road | Shop 2 Narrabeen Sydney New South Wales Australia,TambaSirait,Good Thai food close the lake,Enjoyable Thai cuisine  friendly staff  go for a stroll around the lakeside park at the rear of the restaurant after your meal. Enjoyable in nice position at reasonable price.,22,33,12,Sydney  New South Wales,July 2  2012,4
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,Helena C,Average Mozart,Cafe Mozart is very convenient for opera goers but the system of having to order before going to your table is quite frankly odd. The staff are really lovely and the service has always been fine but the food really needs to be improved. Any restauranteur  lucky enough to score a gig at the Opera... read more,11,0,3,Sydney  Australia,2 days ago,3
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,29plymouth,Average Mozart,Cafe Mozart is very convenient for opera goers but the system of having to order before going to your table is quite frankly odd. The staff are really lovely and the service has always been fine but the food really needs to be improved. Any restauranteur  lucky enough to score a gig at the Opera House should feel extremely honoured...   More,166,52,106,Newtown  Sydney,2 days ago,3
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,G T,Ideal Pre-Theatre Meal,As I could not get a booking at the usual Opera House venue  we went to Bistro Mozart for dinner before the opera. We had the $30 dinner option of a main with a glass of wine. Although you order and pay as you enter  this is ideal for the pre-theatre crowd who have a set time limit. I had...   More,40,30,11,Sydney  New South Wales,2 days ago,4
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,Adrian P,Save your money,This restaurant used to be buffet style and quite acceptable  along with reasonable prices. Now  it has changed hands and is under the "Aria" banner. But it is surprisingly BAD. I will never ever go back here again. Not just because of poor food  but because of uncaring  hurried and harried staff and a "chef" who couldn't have cared less...   More,41,13,21,Stanmore  Sydney,6 days ago,1
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,Gill S,A good show of food,A special night out in an icon of Aus with a good show and a meal before we went in. The seating was a little regimented and had to pay in advance but the service was slick and the food was very good. A pity you have to decide the whole meal and drinks in advance of taking you seat...   More,17,3,8,Sydney  New South Wales,1 week ago,4
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,Martin B,Good food  good atmosphere too !,Bistro food was available from a limited menu. The food came quickly and was piping hot and very tasty indeed. Thoroughly recommend it.,55,34,46,Sydney  New South Wales,1 week ago,5
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,Suzanne W,Mozart would turn in his grave!,We had chosen this Bistro well in advance as we had travelled to Sydney for a performance at the Opera hOuse to celebrate my birthday. The reality completely failed to match the vision that is sold by the operators of this establishment. On arrivale we found a cafe where you pay at the till on entry  then take a seat...   More,41,13,23,Sydney  New South Wales,3 weeks ago,1
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,Alex A,Good value on meal dal,Four of us chose the meal deal of a set price for one main plus glass of wine @ $29  after our 4pm show. Food was lovely and cooked to perfection and although enough to eat  it was not a huge serving. In addition a choice of 3 or 4 wines varieties were offered for the glass included. All up...good...   More,50,20,15,Rozelle  Sydney,4 weeks ago,4
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,rlwoody,Disappointing,We had the Pork Belly Roast (overcooked at 6.30pm) and it was impossible to eat the crackling and the Caesar Salad which was drowned rather than drizzled with dressing.,81,43,18,Sydney  New South Wales,22 December 2015,3
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,GreyKays,Very ordinary,You'd have to be desperate to eat by choice at this place. Although better than it used to be the food is still very very ordinary and served cafeteria style. Not to be recommended unless you are really desperate,33,14,12,Sydney  New South Wales,12 December 2015,2
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,Geoffrey W,Disappointing,We have been to The Bistro Mozart regularly when we had Tickets for a Show at The Opera House  and we were always happy (except for waiting times every now and again)  but Last Night was very disappointing! It has changed a lot  unfortunately - in our opinion - Not to The better! While The prices... read more,39,7,24,Dee Why  New South Wales  Australia,October 15  2015,3
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,TheronCraig,Why fix something that wasn't broken?,My friends and I have been dining at the Bistro Mozart almost from when it first opened experiencing the various changes to menu and decor over that time. Last Friday we were surprised to see the recent changes. As far as the changes to the way you order and pay upfront is concerned  I don't have a problem with that...   More,244,62,89,Newtown  Sydney,November 22  2015,2
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,Lesley N,Bistro Mozart was a great choice for a delicious lunch!,We had just purchased tickets for a Hamlet performance that would begin in an hour so we wanted to stay at the Opera House and Bistro Mozart was the perfect solution! We checked the menu and then went to the entry area and ordered two Barramundi dishes!,32,13,18,Sydney  New South Wales,November 14  2015,4
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,cahillam63,So sad,This was one of our favourite places to eat before a show. Not anymore. It has had a total change. There is a limited menu of only 5 mains to choose from all $25 a plate. The servings are on the small side and the crackling on the roast pork was terribly salty and inedible. No way to cut it....   More,16,14,9,Stanmore  Sydney,October 26  2015,2
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,Pixie H,Average Food  Above Average Prices,My husband and I dined here before a concert last week. It is very conveniently located and the menu was small but sounded good. We ordered and paid at the desk; my husband chose pork belly while I ordered tomato and basil soup with a fresh bread roll. We were asked to choose a table; the restaurant was not busy...   More,24,9,13,Sydney  New South Wales,October 23  2015,2
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,Takarehi,Disappointing,We have been to The Bistro Mozart regularly when we had Tickets for a Show at The Opera House  and we were always happy (except for waiting times every now and again)  but Last Night was very disappointing! It has changed a lot  unfortunately - in our opinion - Not to The better! While The prices have gone up a...   More,382,189,137,Sydney  New South Wales,October 15  2015,3
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,lily5555,Quick meal at the opera...,We ate at the Bistro before seeing a show at the Opera House...we had just completed the guided tour of the building and needed a quick meal before showtime. The Bistro was quick and affordable with very helpful staff. The menu is very limited but tasty.,81,23,36,Sydney  New South Wales,October 15  2015,5
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,Bill M,Within the budget,I had a lovely tomato tart here with fresh salad prior to the opera for $15 which I considered quite reasonable given the opera house venue. Service was quite good. Space between tables was a bit tight. Overall a very good eating experience for a light pre performance snack.,14,17,9,Rozelle  Sydney,October 2  2015,4
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,Ray G,Not Michelin starred  but works for us.,The new pre-pay and order system is a positive change for this eatery. Our last experience was the wine+meal for $30 deal. It was good value and the different menus selected in our group were all enjoyable. I agree it could benefit from a total makeover that is more in tune with modern dining  but there is something so predictable...   More,2,1,0,Sydney  New South Wales,September 30  2015,4
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,Ray G,Stale bread roll and soup on a Sunday,Quick and easy but shockingly stale bread roll with soup!! Service quick. Good location. Surprised!!,373,102,231,Sydney  New South Wales,September 20  2015,2
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,REYNA26,Adequate for pre-concert meal,You need to get there early to get a seat at the bistro. opens about 2 hours before a concert starts. Sometimes if 2 events are on at the Opera House then it can get overloaded with people looking for a meal and somewhere to sit. You cannot reserve a table. You have to queue for the meals... read more,35,18,16,Australia,May 12  2015,3
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,Pam H,Main Dish plus glass of wine for $30.00,The new Menu of the Bistro Mozart was excellent and affordable. This gave us the option of having pre-Opera dinner inhouse with no rush and excellent value! Very well done Bistro Mozart!,2,1,0,Newtown  Sydney,August 6  2015,5
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,bigvicSydney,Inflexible  second rate.,i was at the Opera House today for the Bach concert with my regular subscriber friend. We made a last minute decision to go into Bistro Mozart. The staff were not rude but nor were they particularly flexible when I asked for some vegetables to go with my cooked chicken and salad. (By the way  I would have been happy...   More,217,83,99,Sydney  New South Wales,July 2  2015,2
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,Ray G,20 years out of date,Don't like to be a knocker  but that old stalwart of a pre-Opera House dinner  Bistro Mozart really needs to be pensioned off and replaced by something more appropriate to the prestigious space it occupies  the quality of the shows people are seeing   and the status of the building. The food is little better than a club cafeteria  with...   More,373,102,231,Stanmore  Sydney,July 2  2015,2
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,Lexus51,Adequate for pre-concert meal,You need to get there early to get a seat at the bistro. opens about 2 hours before a concert starts. Sometimes if 2 events are on at the Opera House then it can get overloaded with people looking for a meal and somewhere to sit. You cannot reserve a table. You have to queue for the meals. Best to...   More,368,439,180,Sydney  New South Wales,May 12  2015,3
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,DCM821,Overpriced canteen,The on-line menu indicated a choice of just three mains including beef bourguignon pie and Mediterranean vegetable quiche. After getting a tray and cutlery etc.  I asked for the pie only to be told that it was chicken and then it was only some sort of chicken stew with a side serve of pastry - de-constructed chicken pie?? My wife...   More,96,47,30,Sydney  New South Wales,April 30  2015,2
Bistro Mozart at the Opera House,Opera House | Bennalong Point Sydney New South Wales Australia,Lesley N,Disorganised and unable to cope,We visited the Bistro Mozart before a concert by the visiting Viennese Philharmonic Orchestra and there was also another major concert so the bistro was under pressure. Service was slow. It was self-service but the system for ordering seemed to have to be explained to customers individually and items did not seem to be coming from the kitchen in time...   More,32,13,18,Sydney  New South Wales,March 7  2015,2
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,Wayne S,Good food  typical service,Food is good. Service is what you might expect from a large Asian restaurant.... No fussing about  just eat your food !!!,1,0,0,Sydney  New South Wales,4 weeks ago,3
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,Stiebs,If you want to end a good day badly....,All in all from the start  you had the feeling they didn't want you there. Even the cockroach under the stack of chairs we had to pull apart to furnish our table  although the dining room was pretty quiet  should have been the indicator to leave. But we were hungry after a brilliant day in Sydney. Having finally got the...   More,54,20,35,Sydney  New South Wales,1 week ago,1
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,spacewalker,Not Bad,We've eaten at East Ocean a few times and find that it has consistent quality. For some reason this time we were only offered the plainer types of food and lots of steamed bok choi etc  we weren't offered chicken feet etc which are quite nice and other unique dishes. I think we were only offered forks too this time ...   More,41,26,30,Sydney  New South Wales,1 week ago,4
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,evelinangan,Bad service  bad food,One of the worst meals we have ever had. The dim sum dishes were not hot and not good. The wrong sauces were supplied even after we asked for them. The servers were unhelpful and arguing with each other. To try and save things we ordered a bowl of soup each figuring that you can't get that wrong. Big mistake....   More,40,6,21,Blacktown  Greater Sydney,3 weeks ago,1
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,Neil F,Good Food And Good Service,We had a very good meal in this restaurant. There were enough staff members on the floor to provide prompt and efficient service. Delicious food was presented to our table in good time. No disappointment!,5,0,4,Sydney  New South Wales,3 weeks ago,4
